1001,2021-10-21 13:06:19.184,empty,empty,empty,empty,jez_morze,relax,empty,empty,empty,empty
1002,2021-10-21 13:06:22.593,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,empty
1001,2021-10-21 13:06:24.802,empty,empty,empty,empty,jez_morze,relax,empty,empty,empty,empty
1002,2021-10-21 13:06:28.138,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,empty
0,2021-10-21 13:06:41.264,user211021130641,Man,25,empty,przykladowy_filmik,relax,0:0:0.0,0:0:5.695,empty,empty
1,2021-10-21 13:06:47.143,user211021130641,Man,25,empty,przykladowy_txt,stress,0:0:5.695,0:0:11.395,ab,cd
1001,2021-10-21 13:06:57.410,empty,empty,empty,empty,jez_morze,relax,empty,empty,empty,empty
1002,2021-10-21 13:07:02.164,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,empty
0,2021-10-21 13:07:08.691,user211021130708,Man,25,empty,przykladowy_filmik,relax,0:0:0.0,0:0:0.0,empty,empty
1,2021-10-21 13:07:13.247,user211021130708,Man,25,empty,przykladowy_txt,stress,0:0:0.0,0:0:0.0,ab,aa
0,2021-10-21 13:07:25.045,user211021130725,Man,25,empty,przykladowy_filmik,relax,0:0:0.0,0:0:0.0,empty,empty
1,2021-10-21 13:07:28.478,user211021130725,Man,25,empty,przykladowy_txt,stress,0:0:0.0,0:0:0.0,ab,dd
1001,2021-10-21 13:11:56.232,empty,empty,empty,empty,jez_morze,relax,empty,empty,empty,empty
1002,2021-10-21 13:12:05.501,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,empty
0,2021-10-21 13:12:15.881,user211021131215,Man,25,empty,przykladowy_filmik,relax,0:0:0.0,0:0:5.549,empty,empty
1,2021-10-21 13:12:21.758,user211021131215,Man,25,empty,przykladowy_txt,stress,0:0:5.549,0:0:11.849,ab,ad
1001,2021-10-21 13:45:29.508,empty,empty,empty,empty,jez_morze,relax,empty,empty,empty,empty
1002,2021-10-21 13:45:32.242,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,empty
1001,2021-10-21 13:48:32.603,empty,empty,empty,empty,jez_morze,relax,empty,empty,empty,empty
1002,2021-10-21 13:48:36.685,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,empty
1001,2021-10-21 13:49:20.462,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,empty
1002,2021-10-21 13:49:21.678,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,0
1003,2021-10-21 13:49:22.217,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,1
1004,2021-10-21 13:49:23.360,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,1
1005,2021-10-21 13:49:23.819,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,1
1006,2021-10-21 13:49:24.451,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,0
1007,2021-10-21 13:49:24.862,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,1
1008,2021-10-21 13:49:25.466,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,1
1009,2021-10-21 13:49:28.299,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,1
1010,2021-10-21 13:49:28.687,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,1
1011,2021-10-21 13:49:29.019,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,0
1012,2021-10-21 13:49:29.399,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,1
1001,2021-10-21 13:51:31.797,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,empty
1002,2021-10-21 13:51:33.287,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,1
1003,2021-10-21 13:51:33.696,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,1
1004,2021-10-21 13:51:33.866,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,1
1005,2021-10-21 13:51:34.457,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,0
1006,2021-10-21 13:51:34.801,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,0
1007,2021-10-21 13:51:35.612,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,0
1008,2021-10-21 13:51:35.994,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,0
1009,2021-10-21 13:51:36.104,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,1
1001,2021-10-21 13:52:13.963,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,empty
1002,2021-10-21 13:52:14.774,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,0
1003,2021-10-21 13:52:15.136,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,0
1004,2021-10-21 13:52:15.436,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,1
1005,2021-10-21 13:52:15.800,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,1
1006,2021-10-21 13:52:16.312,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,1
1007,2021-10-21 13:52:16.551,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,1
1008,2021-10-21 13:52:16.745,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,0
1009,2021-10-21 13:52:17.069,empty,empty,empty,empty,test_stroopa,stress,empty,empty,empty,0
